GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,15 140 [14 864-15 410],15140.00000,14864.00000,15410.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,USA,United States of America,,,,,MLE,Male,,,,,,,,19 232 [18 889-19 563],19232.00000,18889.00000,19563.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1999,1999,,AMR,Americas,,,1999,1999,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,33 746 [33 197-34 299],33746.00000,33197.00000,34299.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1999,1999,,AMR,Americas,,,1999,1999,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,14 826 [14 565-15 092],14826.00000,14565.00000,15092.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,2003,2003,,,USA,United States of America,,,,,MLE,Male,,,,,,,,18 536 [18 221-18 865],18536.00000,18221.00000,18865.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2004,2004,,AMR,Americas,,,2004,2004,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,32 777 [32 249-33 320],32777.00000,32249.00000,33320.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2004,2004,,AMR,Americas,,,2004,2004,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,14 311 [14 062-14 564],14311.00000,14062.00000,14564.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2004,2004,,AMR,Americas,,,2004,2004,,,USA,United States of America,,,,,MLE,Male,,,,,,,,18 466 [18 152-18 784],18466.00000,18152.00000,18784.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,13 543 [13 305-13 782],13543.00000,13305.00000,13782.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,,,,MLE,Male,,,,,,,,17 285 [16 990-17 572],17285.00000,16990.00000,17572.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,30 050 [29 562-30 538],30050.00000,29562.00000,30538.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,13 234 [13 001-13 469],13234.00000,13001.00000,13469.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,26 612 [26 168-27 050],26612.00000,26168.00000,27050.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,11 774 [11 557-11 987],11774.00000,11557.00000,11987.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,USA,United States of America,,,,,MLE,Male,,,,,,,,14 838 [14 575-15 093],14838.00000,14575.00000,15093.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,2016,2016,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,26 176 [25 738-26 610],26176.00000,25738.00000,26610.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,11 038 [10 560-11 507],11038.00000,10560.00000,11507.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,USA,United States of America,,,,,MLE,Male,,,,,,,,13 938 [13 356-14 530],13938.00000,13356.00000,14530.00000,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1953,1953,,AMR,Americas,,,1953,1953,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,34.68 [34.1-35.27],34.68280,34.09883,35.26799,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1953,1953,,AMR,Americas,,,1953,1953,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,30.33 [29.81-30.85],30.32964,29.81097,30.85098,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1953,1953,,AMR,Americas,,,1953,1953,,,USA,United States of America,,,,,MLE,Male,,,,,,,,38.83 [38.15-39.5],38.82928,38.15226,39.49601,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1954,1954,,AMR,Americas,,,1954,1954,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,33.81 [33.24-34.37],33.81241,33.23660,34.36564,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1958,1958,,AMR,Americas,,,1958,1958,,,USA,United States of America,,,,,MLE,Male,,,,,,,,34.72 [34.15-35.31],34.71819,34.14848,35.31462,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1959,1959,,AMR,Americas,,,1959,1959,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,30.6 [30.11-31.11],30.59998,30.11271,31.10569,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1959,1959,,AMR,Americas,,,1959,1959,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,26.77 [26.32-27.23],26.76544,26.32149,27.22825,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1959,1959,,AMR,Americas,,,1959,1959,,,USA,United States of America,,,,,MLE,Male,,,,,,,,34.26 [33.7-34.82],34.25509,33.69618,34.81766,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1964,1964,,AMR,Americas,,,1964,1964,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,24.3 [23.9-24.71],24.29838,23.89797,24.71469,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1964,1964,,AMR,Americas,,,1964,1964,,,USA,United States of America,,,,,MLE,Male,,,,,,,,30.98 [30.46-31.5],30.97691,30.46366,31.50224,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1965,1965,,AMR,Americas,,,1965,1965,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,27.08 [26.64-27.53],27.07681,26.64246,27.53205,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1965,1965,,AMR,Americas,,,1965,1965,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,23.72 [23.32-24.13],23.72228,23.31545,24.13048,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1969,1969,,AMR,Americas,,,1969,1969,,,USA,United States of America,,,,,MLE,Male,,,,,,,,26.99 [26.55-27.45],26.98516,26.54878,27.45240,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1970,1970,,AMR,Americas,,,1970,1970,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,23.24 [22.87-23.64],23.24286,22.86929,23.64187,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1970,1970,,AMR,Americas,,,1970,1970,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,20.37 [20.02-20.73],20.36537,20.02372,20.72687,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1970,1970,,AMR,Americas,,,1970,1970,,,USA,United States of America,,,,,MLE,Male,,,,,,,,25.98 [25.56-26.44],25.98387,25.56275,26.44080,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1975,1975,,AMR,Americas,,,1975,1975,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,16.56 [16.28-16.85],16.55923,16.27723,16.85427,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1975,1975,,AMR,Americas,,,1975,1975,,,USA,United States of America,,,,,MLE,Male,,,,,,,,20.89 [20.54-21.25],20.88877,20.54419,21.24626,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1976,1976,,AMR,Americas,,,1976,1976,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,17.92 [17.63-18.21],17.91792,17.63405,18.21440,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1976,1976,,AMR,Americas,,,1976,1976,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,15.86 [15.59-16.14],15.85863,15.58884,16.13518,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1981,1981,,AMR,Americas,,,1981,1981,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,14.39 [14.15-14.63],14.39100,14.14502,14.62514,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1981,1981,,AMR,Americas,,,1981,1981,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,12.79 [12.55-13.01],12.78678,12.55491,13.00789,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1981,1981,,AMR,Americas,,,1981,1981,,,USA,United States of America,,,,,MLE,Male,,,,,,,,15.92 [15.64-16.19],15.91733,15.63712,16.19130,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1982,1982,,AMR,Americas,,,1982,1982,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,13.87 [13.63-14.1],13.87132,13.62997,14.10202,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1986,1986,,AMR,Americas,,,1986,1986,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,10.94 [10.75-11.13],10.94244,10.75293,11.13228,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1986,1986,,AMR,Americas,,,1986,1986,,,USA,United States of America,,,,,MLE,Male,,,,,,,,13.81 [13.58-14.05],13.81260,13.57661,14.04866,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1987,1987,,AMR,Americas,,,1987,1987,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,12.14 [11.94-12.34],12.13752,11.93620,12.34412,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1987,1987,,AMR,Americas,,,1987,1987,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,10.75 [10.56-10.94],10.75052,10.56236,10.94238,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1987,1987,,AMR,Americas,,,1987,1987,,,USA,United States of America,,,,,MLE,Male,,,,,,,,13.46 [13.23-13.7],13.45947,13.23061,13.69544,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1992,1992,,AMR,Americas,,,1992,1992,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,10.5 [10.33-10.68],10.49827,10.32510,10.68228,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1992,1992,,AMR,Americas,,,1992,1992,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,9.33 [9.17-9.5],9.32887,9.16513,9.50360,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1992,1992,,AMR,Americas,,,1992,1992,,,USA,United States of America,,,,,MLE,Male,,,,,,,,11.61 [11.41-11.82],11.60896,11.41311,11.81755,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1993,1993,,AMR,Americas,,,1993,1993,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,10.13 [9.96-10.3],10.12928,9.96122,10.29963,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1997,1997,,AMR,Americas,,,1997,1997,,,USA,United States of America,,,,,MLE,Male,,,,,,,,9.83 [9.65-10.0],9.82567,9.64913,9.99861,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,8.75 [8.6-8.9],8.75105,8.60460,8.89628,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,7.89 [7.75-8.03],7.89130,7.74886,8.03341,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,USA,United States of America,,,,,MLE,Male,,,,,,,,9.57 [9.4-9.73],9.56877,9.39944,9.73482,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,2003,2003,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,7.25 [7.13-7.38],7.25313,7.12547,7.38165,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,2003,2003,,,USA,United States of America,,,,,MLE,Male,,,,,,,,8.98 [8.83-9.14],8.98058,8.82827,9.14047,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2004,2004,,AMR,Americas,,,2004,2004,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,8.05 [7.92-8.19],8.05248,7.92276,8.18578,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2004,2004,,AMR,Americas,,,2004,2004,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,7.2 [7.07-7.33],7.19881,7.07437,7.32663,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,,,,MLE,Male,,,,,,,,8.33 [8.18-8.47],8.32635,8.18307,8.46853,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,7.48 [7.36-7.6],7.47674,7.35677,7.59665,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,6.73 [6.61-6.85],6.72661,6.60880,6.84605,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,,,,MLE,Male,,,,,,,,8.19 [8.05-8.33],8.19079,8.05205,8.32746,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,2014,2014,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,6.23 [6.12-6.34],6.23058,6.12040,6.34473,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,2014,2014,,,USA,United States of America,,,,,MLE,Male,,,,,,,,7.5 [7.37-7.63],7.50077,7.36964,7.63164,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,6.79 [6.68-6.91],6.79389,6.68048,6.90584,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,6.15 [6.04-6.27],6.15433,6.04183,6.26635,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,6.35 [6.09-6.6],6.34501,6.08596,6.60160,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,5.74 [5.49-5.98],5.73713,5.49051,5.98282,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,USA,United States of America,,,,,MLE,Male,,,,,,,,6.92 [6.63-7.22],6.92143,6.63448,7.21783,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,1991,1991,,AMR,Americas,,,1991,1991,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,4585 [4398-4766],4585.00000,4398.00000,4766.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,1992,1992,,AMR,Americas,,,1992,1992,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,4578 [4393-4751],4578.00000,4393.00000,4751.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,1993,1993,,AMR,Americas,,,1993,1993,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,4588 [4413-4761],4588.00000,4413.00000,4761.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,1994,1994,,AMR,Americas,,,1994,1994,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,4602 [4437-4774],4602.00000,4437.00000,4774.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,3321 [3200-3439],3321.00000,3200.00000,3439.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,3182 [3066-3292],3182.00000,3066.00000,3292.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,3083 [2962-3199],3083.00000,2962.00000,3199.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,2011,2011,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,3010 [2889-3124],3010.00000,2889.00000,3124.00000,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,1996,1996,,AMR,Americas,,,1996,1996,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,1.19 [1.14-1.23],1.18502,1.14185,1.23400,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,1997,1997,,AMR,Americas,,,1997,1997,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,1.15 [1.11-1.19],1.14588,1.10619,1.19131,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,1.1 [1.06-1.14],1.10282,1.06438,1.14463,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,1999,1999,,AMR,Americas,,,1999,1999,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,1.06 [1.02-1.1],1.05962,1.02180,1.09838,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2013,2013,,AMR,Americas,,,2013,2013,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.71 [0.69-0.74],0.71432,0.68675,0.74036,,,
