,GHO (CODE),GHO (DISPLAY),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),AGEGROUP (CODE),AGEGROUP (DISPLAY),SEX (CODE),SEX (DISPLAY),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),Numeric
16077,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2001,2001,,USA,United States of America,,,BTSX,Both sexes,,,67.70000
16078,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2003,2003,,USA,United States of America,,,BTSX,Both sexes,,,69.70000
16079,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2008,2008,,USA,United States of America,,,BTSX,Both sexes,,,73.70000
16080,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2010,2010,,USA,United States of America,,,BTSX,Both sexes,,,74.50000
16081,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2012,2012,,USA,United States of America,,,BTSX,Both sexes,,,74.70000
16082,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2017,2017,,USA,United States of America,,,BTSX,Both sexes,,,73.30000
16083,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2019,2019,,USA,United States of America,,,BTSX,Both sexes,,,72.40000
16084,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1996,1996,,USA,United States of America,,,FMLE,Female,,,67.50000
16085,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1998,1998,,USA,United States of America,,,FMLE,Female,,,69.10000
16086,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2005,2005,,USA,United States of America,,,FMLE,Female,,,75.40000
16087,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2007,2007,,USA,United States of America,,,FMLE,Female,,,76.90000
16088,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2012,2012,,USA,United States of America,,,FMLE,Female,,,78.10000
16089,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2014,2014,,USA,United States of America,,,FMLE,Female,,,77.70000
16090,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1991,1991,,USA,United States of America,,,MLE,Male,,,52.40000
16091,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1993,1993,,USA,United States of America,,,MLE,Male,,,54.90000
16092,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2000,2000,,USA,United States of America,,,MLE,Male,,,62.70000
16093,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2002,2002,,USA,United States of America,,,MLE,Male,,,64.90000
16094,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2007,2007,,USA,United States of America,,,MLE,Male,,,69.50000
16095,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2009,2009,,USA,United States of America,,,MLE,Male,,,70.50000
16096,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2016,2016,,USA,United States of America,,,MLE,Male,,,70.80000
16097,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2018,2018,,USA,United States of America,,,MLE,Male,,,70.10000
16098,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2002,2002,,USA,United States of America,,,MLE,Male,,,33.60000
16099,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2003,2003,,USA,United States of America,,,MLE,Male,,,34.00000
16100,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2004,2004,,USA,United States of America,,,MLE,Male,,,34.30000
16101,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2018,2018,,USA,United States of America,,,MLE,Male,,,38.30000
16102,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2019,2019,,USA,United States of America,,,MLE,Male,,,38.50000
16103,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1990,1990,,USA,United States of America,,,BTSX,Both sexes,,,56.80000
16104,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1991,1991,,USA,United States of America,,,BTSX,Both sexes,,,57.80000
16105,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2004,2004,,USA,United States of America,,,BTSX,Both sexes,,,70.70000
16106,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2005,2005,,USA,United States of America,,,BTSX,Both sexes,,,71.70000
16107,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2006,2006,,USA,United States of America,,,BTSX,Both sexes,,,72.50000
16108,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2007,2007,,USA,United States of America,,,BTSX,Both sexes,,,73.20000
16109,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1991,1991,,USA,United States of America,,,FMLE,Female,,,63.20000
16110,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1992,1992,,USA,United States of America,,,FMLE,Female,,,64.00000
16111,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1993,1993,,USA,United States of America,,,FMLE,Female,,,64.90000
16112,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1994,1994,,USA,United States of America,,,FMLE,Female,,,65.80000
16113,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2008,2008,,USA,United States of America,,,FMLE,Female,,,77.50000
16114,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2009,2009,,USA,United States of America,,,FMLE,Female,,,77.80000
16115,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2010,2010,,USA,United States of America,,,FMLE,Female,,,78.10000
16116,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2011,2011,,USA,United States of America,,,FMLE,Female,,,78.10000
16117,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1994,1994,,USA,United States of America,,,MLE,Male,,,56.10000
16118,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1995,1995,,USA,United States of America,,,MLE,Male,,,57.30000
16119,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1996,1996,,USA,United States of America,,,MLE,Male,,,58.50000
16120,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1997,1997,,USA,United States of America,,,MLE,Male,,,59.60000
16121,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1998,1998,,USA,United States of America,,,MLE,Male,,,60.70000
16122,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2011,2011,,USA,United States of America,,,MLE,Male,,,71.10000
16123,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2012,2012,,USA,United States of America,,,MLE,Male,,,71.30000
16124,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2013,2013,,USA,United States of America,,,MLE,Male,,,71.30000
16125,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2014,2014,,USA,United States of America,,,MLE,Male,,,71.20000
16126,NCD_CCS_BowelCancer,General availability of colon cancer screening at the primary health care level,2013,2013,,USA,United States of America,,,,,,,
16127,NCD_CCS_BreastCancer,General availability of breast cancer screening (by palpation or mammogram) at the primary health care level,2013,2013,,USA,United States of America,,,,,,,
16128,NCD_CCS_CervCy,General availability of cervical cytology at the primary health care level,2013,2013,,USA,United States of America,,,,,,,
16129,NCD_CCS_CholMsmt,General availability of total cholesterol measurement at the primary health care level,2013,2013,,USA,United States of America,,,,,,,
16130,NCD_CCS_DiabetesTest,"General availability of diabetes testing (by blood glucose measurement, OGTT, or HbA1c) at the primary health care level",2013,2013,,USA,United States of America,,,,,,,
16131,NCD_CCS_UrineAlbumin,General availability of urine testing for albumin,2013,2013,,USA,United States of America,,,,,,,
16132,NCD_CCS_ACE,General availability of ACE inhibitors in the public health sector,2013,2013,,USA,United States of America,,,,,,,
16133,NCD_CCS_Aspirin,General availability of aspirin (100 mg) in the public health sector,2013,2013,,USA,United States of America,,,,,,,
16134,NCD_CCS_Bronchodilators,General availability of bronchodilators in the public health sector,2013,2013,,USA,United States of America,,,,,,,
16135,NCD_CCS_CCBlkrs,General availability of CC blockers in the public health sector,2013,2013,,USA,United States of America,,,,,,,
16136,NCD_CCS_Insulin,General availability of insulin in the public health sector,2013,2013,,USA,United States of America,,,,,,,
16137,NCD_CCS_Metformin,General availability of metformin in the public health sector,2013,2013,,USA,United States of America,,,,,,,
16138,NCD_CCS_Nicotine,General availability of nicotine replacement therapy in the public health sector,2013,2013,,USA,United States of America,,,,,,,
16139,NCD_CCS_OralMorph,General availability of oral morphine in the public health sector,2013,2013,,USA,United States of America,,,,,,,
16140,NCD_CCS_Statins,General availability of statins in the public health sector,2013,2013,,USA,United States of America,,,,,,,
16141,NCD_CCS_Steroid,General availability of steroid inhalers in the public health sector,2013,2013,,USA,United States of America,,,,,,,
16142,NCD_CCS_Thiazide,General availability of thiazide diuretics in the public health sector,2013,2013,,USA,United States of America,,,,,,,
16143,NCD_CCS_NCDUnit_Operational,"Existence of an Operational Unit, Branch, or Dept. in Ministry of Health with responsibility for NCDs",2013,2013,,USA,United States of America,,,,,,,
16144,NCD_CCS_CancerRegNational,Existence of population-based cancer registry,2013,2013,,USA,United States of America,,,,,,,
16145,NCD_CCS_SurvMonRep9NCD,Existence of an NCD surveillance and monitoring system in place to enable reporting against the nine global NCD targets,2013,2013,,USA,United States of America,,,,,,,
16146,NCD_CCS_CRDPlan,Existence of operational policy/strategy/action plan for chronic respiratory diseases,2013,2013,,USA,United States of America,,,,,,,
16147,NCD_CCS_DiabPlan,Existence of operational policy/strategy/action plan for diabetes,2013,2013,,USA,United States of America,,,,,,,
16148,NCD_CCS_CVDPlan,Existence of operational policy/strategy/action plan for cardiovascular diseases,2013,2013,,USA,United States of America,,,,,,,
16149,NCD_CCS_CancerPlan,Existence of operational policy/strategy/action plan for cancer,2013,2013,,USA,United States of America,,,,,,,
16150,NCD_CCS_TobPlan,Existence of operational policy/strategy/action plan to decrease tobacco use,2013,2013,,USA,United States of America,,,,,,,
16151,NCD_CCS_PAPlan,Existence of operational policy/strategy/action plan to reduce physical inactivity,2013,2013,,USA,United States of America,,,,,,,
16152,NCD_CCS_AlcPlan,Existence of operational policy/strategy/action plan to reduce the harmful use of alcohol,2013,2013,,USA,United States of America,,,,,,,
16153,NCD_CCS_DietPlan,Existence of operational policy/strategy/action plan to reduce unhealthy diet related to NCDs,2013,2013,,USA,United States of America,,,,,,,
16154,NCD_CCS_MultisecComm,"Existence of a national multisectoral commission, agency or mechanism for NCDs",2015,2015,,USA,United States of America,,,,,,,
16155,NCD_CCS_NCDIndicators,Existence of a set of national NCD indicators and has set time-bound national targets for these indicators,2015,2015,,USA,United States of America,,,,,,,
16156,NCD_CCS_integNCDplan,"Existence of an operational, multisectoral national NCD policy, strategy or action plan that integrates several NCDs and their risk factors",2015,2015,,USA,United States of America,,,,,,,
16157,NCD_CCS_AlcPlan,Existence of operational policy/strategy/action plan to reduce the harmful use of alcohol,2015,2015,,USA,United States of America,,,,,,,
16158,NCD_CCS_PAPlan,Existence of operational policy/strategy/action plan to reduce physical inactivity,2015,2015,,USA,United States of America,,,,,,,
16159,NCD_CCS_TobPlan,Existence of operational policy/strategy/action plan to decrease tobacco use,2015,2015,,USA,United States of America,,,,,,,
16160,NCD_CCS_DietPlan,Existence of operational policy/strategy/action plan to reduce unhealthy diet related to NCDs,2015,2015,,USA,United States of America,,,,,,,
16161,NCD_CCS_CVDPlan,Existence of operational policy/strategy/action plan for cardiovascular diseases,2015,2015,,USA,United States of America,,,,,,,
16162,NCD_CCS_CancerPlan,Existence of operational policy/strategy/action plan for cancer,2015,2015,,USA,United States of America,,,,,,,
16163,NCD_CCS_CRDPlan,Existence of operational policy/strategy/action plan for chronic respiratory diseases,2015,2015,,USA,United States of America,,,,,,,
16164,NCD_CCS_DiabPlan,Existence of operational policy/strategy/action plan for diabetes,2015,2015,,USA,United States of America,,,,,,,
16165,NCD_CCS_Mkting,Existence of any policies on marketing of foods to children,2015,2015,,USA,United States of America,,,,,,,
16166,NCD_CCS_SaltPol,Existence of any policies to reduce population salt consumption,2015,2015,,USA,United States of America,,,,,,,
16167,NCD_CCS_CancerRegNational,Existence of population-based cancer registry,2015,2015,,USA,United States of America,,,,,,,
16168,NCD_CCS_dietpaaware,Implementation of diet and/or physical activity public awareness program,2015,2015,,USA,United States of America,,,,,,,
16169,NCD_CCS_NCDUnit_Operational,"Existence of an Operational Unit, Branch, or Dept. in Ministry of Health with responsibility for NCDs",2015,2015,,USA,United States of America,,,,,,,
16170,NCD_CCS_diabtest,"General availability of diabetes testing (by blood glucose measurement, OGTT) at the primary health care level",2013,2013,,USA,United States of America,,,,,,,
16171,NCD_CCS_HbA1c,General availability of diabetes testing (by HbA1c) at the primary health care level,2013,2013,,USA,United States of America,,,,,,,
16172,NCD_CCS_DiabetesReg,Existence of a diabetes registry,2015,2015,,USA,United States of America,,,,,,,
16173,NCD_CCS_PM3_Surv,Has a STEPS survey or a comprehensive health examination survey every 5 years,2015,2015,,USA,United States of America,,,,,,,
16174,NCD_CCS_diabtest,"General availability of diabetes testing (by blood glucose measurement, OGTT) at the primary health care level",2015,2015,,USA,United States of America,,,,,,,
16175,NCD_CCS_HbA1c,General availability of diabetes testing (by HbA1c) at the primary health care level,2015,2015,,USA,United States of America,,,,,,,
16176,NCD_CCS_CholMsmt,General availability of total cholesterol measurement at the primary health care level,2015,2015,,USA,United States of America,,,,,,,
16177,NCD_CCS_UrineAlbumin,General availability of urine testing for albumin,2015,2015,,USA,United States of America,,,,,,,
16178,NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,2015,2015,,USA,United States of America,,,,,,,
16179,NCD_CCS_cervicalcancerscreening,Existence of national screening program for cervical cancer,2015,2015,,USA,United States of America,,,,,,,
16180,NCD_CCS_cervicalcancermethod,Most widely used screening method in national cervical cancer screening program,2015,2015,,USA,United States of America,,,,,,,
16181,NCD_CCS_cervicalcancerpgmtype,Type of national cervical cancer screening program,2015,2015,,USA,United States of America,,,,,,,
16182,NCD_CCS_cervicalcancerpgmcvg,Coverage of national cervical cancer screening program (%),2015,2015,,USA,United States of America,,,,,,,
16183,NCD_CCS_hpv,Existence of national HPV vaccination programme,2015,2015,,USA,United States of America,,,,,,,
16184,NCD_CCS_photocoag,General availability of retinal photocoagulation in the public health system,2015,2015,,USA,United States of America,,,,,,,
16185,NCD_CCS_dialysis,General availability of dialysis in the public health system,2015,2015,,USA,United States of America,,,,,,,
16186,NCD_CCS_renaltrans,General availability of renal replacement by transplantation in the public health system,2015,2015,,USA,United States of America,,,,,,,
16187,NCD_CCS_coronary,General availability of coronary bypass or stenting in the public health system,2015,2015,,USA,United States of America,,,,,,,
16188,NCD_CCS_thrombolytic,General availability of thrombolytic therapy in the public health system,2015,2015,,USA,United States of America,,,,,,,
16189,NCD_CCS_Insulin,General availability of insulin in the public health sector,2015,2015,,USA,United States of America,,,,,,,
16190,NCD_CCS_Aspirin,General availability of aspirin (100 mg) in the public health sector,2015,2015,,USA,United States of America,,,,,,,
16191,NCD_CCS_Metformin,General availability of metformin in the public health sector,2015,2015,,USA,United States of America,,,,,,,
16192,NCD_CCS_Thiazide,General availability of thiazide diuretics in the public health sector,2015,2015,,USA,United States of America,,,,,,,
16193,NCD_CCS_ACE,General availability of ACE inhibitors in the public health sector,2015,2015,,USA,United States of America,,,,,,,
16194,NCD_CCS_CCBlkrs,General availability of CC blockers in the public health sector,2015,2015,,USA,United States of America,,,,,,,
16195,NCD_CCS_betablockers,General availability of beta blockers in the public health sector,2015,2015,,USA,United States of America,,,,,,,
16196,NCD_CCS_Statins,General availability of statins in the public health sector,2015,2015,,USA,United States of America,,,,,,,
16197,NCD_CCS_OralMorph,General availability of oral morphine in the public health sector,2015,2015,,USA,United States of America,,,,,,,
16198,NCD_CCS_Steroid,General availability of steroid inhalers in the public health sector,2015,2015,,USA,United States of America,,,,,,,
16199,NCD_CCS_Bronchodilators,General availability of bronchodilators in the public health sector,2015,2015,,USA,United States of America,,,,,,,
16200,NCD_CCS_sulphonylurea,General availability of sulphonylurea(s) in the public health sector,2015,2015,,USA,United States of America,,,,,,,
16201,NCD_CCS_integNCDplan,"Existence of an operational, multisectoral national NCD policy, strategy or action plan that integrates several NCDs and their risk factors",2013,2013,,USA,United States of America,,,,,,,
16202,NCD_CCS_stroke,Provision for care of acute stroke and rehabilitation in more than 50% of public sector health facilities,2015,2015,,USA,United States of America,,,,,,,
16203,NCD_CCS_palliative_home,General availability of palliative care in community or home-based care in the public health system,2015,2015,,USA,United States of America,,,,,,,
16204,NCD_CCS_palliative_prim,General availability of palliative care in primary health care in the public health system,2015,2015,,USA,United States of America,,,,,,,
16205,NCD_CCS_rheum,Provision for secondary prevention of rheumatic fever and rheumatic heart disease in more than 50% of public sector health facilities,2015,2015,,USA,United States of America,,,,,,,
16206,NCD_CCS_riskstrat,Availability of cardiovascular risk stratification in 50% or more primary health care facilities,2015,2015,,USA,United States of America,,,,,,,
16207,NCD_CCS_NCDUnit_Operational,"Existence of an Operational Unit, Branch, or Dept. in Ministry of Health with responsibility for NCDs",2017,2017,,USA,United States of America,,,,,,,
16208,NCD_CCS_MultisecComm,"Existence of a national multisectoral commission, agency or mechanism for NCDs",2017,2017,,USA,United States of America,,,,,,,
16209,NCD_CCS_integNCDplan,"Existence of an operational, multisectoral national NCD policy, strategy or action plan that integrates several NCDs and their risk factors",2017,2017,,USA,United States of America,,,,,,,
16210,NCD_CCS_Mkting,Existence of any policies on marketing of foods to children,2017,2017,,USA,United States of America,,,,,,,
16211,NCD_CCS_SaltPol,Existence of any policies to reduce population salt consumption,2017,2017,,USA,United States of America,,,,,,,
16212,NCD_CCS_CVDPlan,Existence of operational policy/strategy/action plan for cardiovascular diseases,2017,2017,,USA,United States of America,,,,,,,
16213,NCD_CCS_CancerPlan,Existence of operational policy/strategy/action plan for cancer,2017,2017,,USA,United States of America,,,,,,,
16214,NCD_CCS_DiabPlan,Existence of operational policy/strategy/action plan for diabetes,2017,2017,,USA,United States of America,,,,,,,
16215,NCD_CCS_CRDPlan,Existence of operational policy/strategy/action plan for chronic respiratory diseases,2017,2017,,USA,United States of America,,,,,,,
16216,NCD_CCS_TobPlan,Existence of operational policy/strategy/action plan to decrease tobacco use,2017,2017,,USA,United States of America,,,,,,,
16217,NCD_CCS_DietPlan,Existence of operational policy/strategy/action plan to reduce unhealthy diet related to NCDs,2017,2017,,USA,United States of America,,,,,,,
16218,NCD_CCS_AlcPlan,Existence of operational policy/strategy/action plan to reduce the harmful use of alcohol,2017,2017,,USA,United States of America,,,,,,,
16219,NCD_CCS_PAPlan,Existence of operational policy/strategy/action plan to reduce physical inactivity,2017,2017,,USA,United States of America,,,,,,,
16220,NCD_CCS_DiabetesReg,Existence of a diabetes registry,2017,2017,,USA,United States of America,,,,,,,
16221,NCD_CCS_CancerRegNational,Existence of population-based cancer registry,2017,2017,,USA,United States of America,,,,,,,
16222,NCD_CCS_PM3_Surv,Has a STEPS survey or a comprehensive health examination survey every 5 years,2017,2017,,USA,United States of America,,,,,,,
16223,NCD_CCS_diabtest,"General availability of diabetes testing (by blood glucose measurement, OGTT) at the primary health care level",2017,2017,,USA,United States of America,,,,,,,
16224,NCD_CCS_HbA1c,General availability of diabetes testing (by HbA1c) at the primary health care level,2017,2017,,USA,United States of America,,,,,,,
16225,NCD_CCS_CholMsmt,General availability of total cholesterol measurement at the primary health care level,2017,2017,,USA,United States of America,,,,,,,
16226,NCD_CCS_UrineAlbumin,General availability of urine testing for albumin,2017,2017,,USA,United States of America,,,,,,,
16227,NCD_CCS_Insulin,General availability of insulin in the public health sector,2017,2017,,USA,United States of America,,,,,,,
16228,NCD_CCS_Aspirin,General availability of aspirin (100 mg) in the public health sector,2017,2017,,USA,United States of America,,,,,,,
16229,NCD_CCS_Metformin,General availability of metformin in the public health sector,2017,2017,,USA,United States of America,,,,,,,
16230,NCD_CCS_Thiazide,General availability of thiazide diuretics in the public health sector,2017,2017,,USA,United States of America,,,,,,,
16231,NCD_CCS_ACE,General availability of ACE inhibitors in the public health sector,2017,2017,,USA,United States of America,,,,,,,
16232,NCD_CCS_CCBlkrs,General availability of CC blockers in the public health sector,2017,2017,,USA,United States of America,,,,,,,
16233,NCD_CCS_betablockers,General availability of beta blockers in the public health sector,2017,2017,,USA,United States of America,,,,,,,
16234,NCD_CCS_Statins,General availability of statins in the public health sector,2017,2017,,USA,United States of America,,,,,,,
16235,NCD_CCS_OralMorph,General availability of oral morphine in the public health sector,2017,2017,,USA,United States of America,,,,,,,
16236,NCD_CCS_Steroid,General availability of steroid inhalers in the public health sector,2017,2017,,USA,United States of America,,,,,,,
16237,NCD_CCS_Bronchodilators,General availability of bronchodilators in the public health sector,2017,2017,,USA,United States of America,,,,,,,
16238,NCD_CCS_sulphonylurea,General availability of sulphonylurea(s) in the public health sector,2017,2017,,USA,United States of America,,,,,,,
16239,NCD_CCS_Nicotine,General availability of nicotine replacement therapy in the public health sector,2017,2017,,USA,United States of America,,,,,,,
16240,NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,2017,2017,,USA,United States of America,,,,,,,
16241,NCD_CCS_cervicalcancerscreening,Existence of national screening program for cervical cancer,2017,2017,,USA,United States of America,,,,,,,
16242,NCD_CCS_cervicalcancermethod,Most widely used screening method in national cervical cancer screening program,2017,2017,,USA,United States of America,,,,,,,
16243,NCD_CCS_cervicalcancerpgmtype,Type of national cervical cancer screening program,2017,2017,,USA,United States of America,,,,,,,
16244,NCD_CCS_cervicalcancerpgmcvg,Coverage of national cervical cancer screening program (%),2017,2017,,USA,United States of America,,,,,,,
16245,NCD_CCS_hpv,Existence of national HPV vaccination programme,2017,2017,,USA,United States of America,,,,,,,
16246,NCD_CCS_photocoag,General availability of retinal photocoagulation in the public health system,2017,2017,,USA,United States of America,,,,,,,
16247,NCD_CCS_dialysis,General availability of dialysis in the public health system,2017,2017,,USA,United States of America,,,,,,,
16248,NCD_CCS_renaltrans,General availability of renal replacement by transplantation in the public health system,2017,2017,,USA,United States of America,,,,,,,
16249,NCD_CCS_thrombolytic,General availability of thrombolytic therapy in the public health system,2017,2017,,USA,United States of America,,,,,,,
16250,NCD_CCS_coronary,General availability of coronary bypass or stenting in the public health system,2017,2017,,USA,United States of America,,,,,,,
16251,NCD_CCS_palliative_prim,General availability of palliative care in primary health care in the public health system,2017,2017,,USA,United States of America,,,,,,,
16252,NCD_CCS_palliative_home,General availability of palliative care in community or home-based care in the public health system,2017,2017,,USA,United States of America,,,,,,,
16253,NCD_CCS_riskstrat,Availability of cardiovascular risk stratification in 50% or more primary health care facilities,2017,2017,,USA,United States of America,,,,,,,
16254,NCD_CCS_targets,Existence of a set of time-bound national targets based on WHO guidance,2017,2017,,USA,United States of America,,,,,,,
16255,NCD_CCS_oralhealthplan,Existence of operational policy/strategy/action plan for oral health,2017,2017,,USA,United States of America,,,,,,,
16256,NCD_CCS_paaware,Implementation of physical activity public awareness program,2017,2017,,USA,United States of America,,,,,,,
16257,NCD_CCS_NCDGuide,Existence of evidence-based national guidelines/protocols/standards for the management of major NCDs through a primary care approach,2017,2017,,USA,United States of America,,,,,,,
16258,NCD_CCS_stroke,Provision for care of acute stroke and rehabilitation in more than 50% of public sector health facilities,2017,2017,,USA,United States of America,,,,,,,
16259,NCD_CCS_rheumreg,Existence of a register of patients who had rheumatic fever and rheumatic heart disease,2017,2017,,USA,United States of America,,,,,,,
16260,NCD_CCS_rheumfollowup,Has systems for follow-up/recall to deliver long-term penicillin prophylaxis to patients with rheumatic fever and rheumatic heart disease,2017,2017,,USA,United States of America,,,,,,,
16261,NCD_CCS_NCDGuide,Existence of evidence-based national guidelines/protocols/standards for the management of major NCDs through a primary care approach,2013,2013,,USA,United States of America,,,,,,,
16262,NCD_CCS_NCDGuide,Existence of evidence-based national guidelines/protocols/standards for the management of major NCDs through a primary care approach,2015,2015,,USA,United States of America,,,,,,,
16263,NCD_CCS_paaware,Implementation of physical activity public awareness program,2015,2015,,USA,United States of America,,,,,,,
16264,NCD_CCS_targets,Existence of a set of time-bound national targets based on WHO guidance,2015,2015,,USA,United States of America,,,,,,,
16265,NCD_CCS_SSBTAX,Existence of tax on sugar-sweetened beverages,2017,2017,,USA,United States of America,,,,,,,
16266,NCD_CCS_NCDUnit_Operational,"Existence of an Operational Unit, Branch, or Dept. in Ministry of Health with responsibility for NCDs",2019,2019,,USA,United States of America,,,,,,,
16267,NCD_CCS_MultisecComm,"Existence of a national multisectoral commission, agency or mechanism for NCDs",2019,2019,,USA,United States of America,,,,,,,
16268,NCD_CCS_integNCDplan,"Existence of an operational, multisectoral national NCD policy, strategy or action plan that integrates several NCDs and their risk factors",2019,2019,,USA,United States of America,,,,,,,
16269,NCD_CCS_Mkting,Existence of any policies on marketing of foods to children,2019,2019,,USA,United States of America,,,,,,,
16270,NCD_CCS_SaltPol,Existence of any policies to reduce population salt consumption,2019,2019,,USA,United States of America,,,,,,,
16271,NCD_CCS_SatFat,Existence of national policies on saturated fatty acids,2019,2019,,USA,United States of America,,,,,,,
16272,NCD_CCS_TransFat,Existence of national policies on trans-fatty acid elimination,2019,2019,,USA,United States of America,,,,,,,
16273,NCD_CCS_CVDPlan,Existence of operational policy/strategy/action plan for cardiovascular diseases,2019,2019,,USA,United States of America,,,,,,,
