,GHO (CODE),GHO (DISPLAY),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),AGEGROUP (CODE),AGEGROUP (DISPLAY),SEX (CODE),SEX (DISPLAY),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY)
15046,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",2006,2006,,USA,United States of America,,,FMLE,Female,,
15047,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",2011,2011,,USA,United States of America,,,FMLE,Female,,
15048,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",2013,2013,,USA,United States of America,,,FMLE,Female,,
15049,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",2015,2015,,USA,United States of America,,,FMLE,Female,,
15050,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1984,1984,,USA,United States of America,,,FMLE,Female,,
15051,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1986,1986,,USA,United States of America,,,FMLE,Female,,
15052,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1991,1991,,USA,United States of America,,,FMLE,Female,,
15053,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1993,1993,,USA,United States of America,,,FMLE,Female,,
15054,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",2000,2000,,USA,United States of America,,,FMLE,Female,,
15055,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",2002,2002,,USA,United States of America,,,FMLE,Female,,
15056,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",2009,2009,,USA,United States of America,,,FMLE,Female,,
15057,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",2011,2011,,USA,United States of America,,,FMLE,Female,,
15058,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",2016,2016,,USA,United States of America,,,FMLE,Female,,
15059,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",2018,2018,,USA,United States of America,,,FMLE,Female,,
15060,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1980,1980,,USA,United States of America,,,FMLE,Female,,
15061,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1982,1982,,USA,United States of America,,,FMLE,Female,,
15062,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1987,1987,,USA,United States of America,,,FMLE,Female,,
15063,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1989,1989,,USA,United States of America,,,FMLE,Female,,
15064,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1991,1991,,USA,United States of America,,,FMLE,Female,,
15065,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1996,1996,,USA,United States of America,,,FMLE,Female,,
15066,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1998,1998,,USA,United States of America,,,FMLE,Female,,
15067,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",2005,2005,,USA,United States of America,,,FMLE,Female,,
15068,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",2007,2007,,USA,United States of America,,,FMLE,Female,,
15069,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",2014,2014,,USA,United States of America,,,FMLE,Female,,
15070,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",2016,2016,,USA,United States of America,,,FMLE,Female,,
15071,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",1985,1985,,USA,United States of America,,,FMLE,Female,,
15072,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",1987,1987,,USA,United States of America,,,FMLE,Female,,
15073,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",1992,1992,,USA,United States of America,,,FMLE,Female,,
15074,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",1994,1994,,USA,United States of America,,,FMLE,Female,,
15075,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",2001,2001,,USA,United States of America,,,FMLE,Female,,
15076,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",2003,2003,,USA,United States of America,,,FMLE,Female,,
15077,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",2010,2010,,USA,United States of America,,,FMLE,Female,,
15078,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",2012,2012,,USA,United States of America,,,FMLE,Female,,
15079,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",2017,2017,,USA,United States of America,,,FMLE,Female,,
15080,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1981,1981,,USA,United States of America,,,FMLE,Female,,
15081,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1983,1983,,USA,United States of America,,,FMLE,Female,,
15082,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1990,1990,,USA,United States of America,,,FMLE,Female,,
15083,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1992,1992,,USA,United States of America,,,FMLE,Female,,
15084,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1997,1997,,USA,United States of America,,,FMLE,Female,,
15085,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1999,1999,,USA,United States of America,,,FMLE,Female,,
15086,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",2006,2006,,USA,United States of America,,,FMLE,Female,,
15087,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",2008,2008,,USA,United States of America,,,FMLE,Female,,
15088,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",2015,2015,,USA,United States of America,,,FMLE,Female,,
15089,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",2017,2017,,USA,United States of America,,,FMLE,Female,,
15090,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",1986,1986,,USA,United States of America,,,FMLE,Female,,
15091,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",1988,1988,,USA,United States of America,,,FMLE,Female,,
15092,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",1993,1993,,USA,United States of America,,,FMLE,Female,,
15093,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",1995,1995,,USA,United States of America,,,FMLE,Female,,
15094,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",1997,1997,,USA,United States of America,,,FMLE,Female,,
15095,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2002,2002,,USA,United States of America,,,FMLE,Female,,
15096,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2004,2004,,USA,United States of America,,,FMLE,Female,,
15097,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2011,2011,,USA,United States of America,,,FMLE,Female,,
15098,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2013,2013,,USA,United States of America,,,FMLE,Female,,
15099,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2018,2018,,USA,United States of America,,,FMLE,Female,,
15100,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1980,1980,,USA,United States of America,,,BTSX,Both sexes,,
15101,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1981,1981,,USA,United States of America,,,BTSX,Both sexes,,
15102,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1993,1993,,USA,United States of America,,,BTSX,Both sexes,,
15103,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1994,1994,,USA,United States of America,,,BTSX,Both sexes,,
15104,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1995,1995,,USA,United States of America,,,BTSX,Both sexes,,
15105,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",2007,2007,,USA,United States of America,,,BTSX,Both sexes,,
15106,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",2008,2008,,USA,United States of America,,,BTSX,Both sexes,,
15107,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",2009,2009,,USA,United States of America,,,BTSX,Both sexes,,
15108,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",1982,1982,,USA,United States of America,,,BTSX,Both sexes,,
15109,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",1983,1983,,USA,United States of America,,,BTSX,Both sexes,,
15110,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",1984,1984,,USA,United States of America,,,BTSX,Both sexes,,
15111,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",1996,1996,,USA,United States of America,,,BTSX,Both sexes,,
15112,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",1997,1997,,USA,United States of America,,,BTSX,Both sexes,,
15113,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",1998,1998,,USA,United States of America,,,BTSX,Both sexes,,
15114,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",2010,2010,,USA,United States of America,,,BTSX,Both sexes,,
15115,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",2011,2011,,USA,United States of America,,,BTSX,Both sexes,,
15116,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",2012,2012,,USA,United States of America,,,BTSX,Both sexes,,
15117,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",1985,1985,,USA,United States of America,,,BTSX,Both sexes,,
15118,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",1986,1986,,USA,United States of America,,,BTSX,Both sexes,,
15119,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",1987,1987,,USA,United States of America,,,BTSX,Both sexes,,
15120,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",1999,1999,,USA,United States of America,,,BTSX,Both sexes,,
15121,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2000,2000,,USA,United States of America,,,BTSX,Both sexes,,
15122,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2001,2001,,USA,United States of America,,,BTSX,Both sexes,,
15123,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2013,2013,,USA,United States of America,,,BTSX,Both sexes,,
15124,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2014,2014,,USA,United States of America,,,BTSX,Both sexes,,
15125,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2015,2015,,USA,United States of America,,,BTSX,Both sexes,,
15126,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",1981,1981,,USA,United States of America,,,BTSX,Both sexes,,
15127,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",1988,1988,,USA,United States of America,,,BTSX,Both sexes,,
15128,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",1990,1990,,USA,United States of America,,,BTSX,Both sexes,,
15129,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",1997,1997,,USA,United States of America,,,BTSX,Both sexes,,
15130,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",1999,1999,,USA,United States of America,,,BTSX,Both sexes,,
15131,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",2004,2004,,USA,United States of America,,,BTSX,Both sexes,,
15132,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",2006,2006,,USA,United States of America,,,BTSX,Both sexes,,
15133,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",2013,2013,,USA,United States of America,,,BTSX,Both sexes,,
15134,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",2015,2015,,USA,United States of America,,,BTSX,Both sexes,,
15135,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1984,1984,,USA,United States of America,,,BTSX,Both sexes,,
15136,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1986,1986,,USA,United States of America,,,BTSX,Both sexes,,
15137,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1993,1993,,USA,United States of America,,,BTSX,Both sexes,,
15138,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1995,1995,,USA,United States of America,,,BTSX,Both sexes,,
15139,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",2000,2000,,USA,United States of America,,,BTSX,Both sexes,,
15140,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",2002,2002,,USA,United States of America,,,BTSX,Both sexes,,
15141,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",2004,2004,,USA,United States of America,,,BTSX,Both sexes,,
15142,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",2009,2009,,USA,United States of America,,,BTSX,Both sexes,,
15143,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",2011,2011,,USA,United States of America,,,BTSX,Both sexes,,
15144,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",2018,2018,,USA,United States of America,,,BTSX,Both sexes,,
15145,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1980,1980,,USA,United States of America,,,BTSX,Both sexes,,
15146,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1982,1982,,USA,United States of America,,,BTSX,Both sexes,,
15147,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1989,1989,,USA,United States of America,,,BTSX,Both sexes,,
15148,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1991,1991,,USA,United States of America,,,BTSX,Both sexes,,
15149,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1998,1998,,USA,United States of America,,,BTSX,Both sexes,,
15150,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",2000,2000,,USA,United States of America,,,BTSX,Both sexes,,
15151,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",2005,2005,,USA,United States of America,,,BTSX,Both sexes,,
15152,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",2007,2007,,USA,United States of America,,,BTSX,Both sexes,,
15153,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",2014,2014,,USA,United States of America,,,BTSX,Both sexes,,
15154,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",2016,2016,,USA,United States of America,,,BTSX,Both sexes,,
15155,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",1996,1996,,USA,United States of America,,,BTSX,Both sexes,,
15156,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",1998,1998,,USA,United States of America,,,BTSX,Both sexes,,
15157,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2003,2003,,USA,United States of America,,,BTSX,Both sexes,,
15158,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2005,2005,,USA,United States of America,,,BTSX,Both sexes,,
15159,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2007,2007,,USA,United States of America,,,BTSX,Both sexes,,
15160,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2012,2012,,USA,United States of America,,,BTSX,Both sexes,,
15161,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2014,2014,,USA,United States of America,,,BTSX,Both sexes,,
15162,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",1991,1991,,USA,United States of America,,,FMLE,Female,,
15163,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",1993,1993,,USA,United States of America,,,FMLE,Female,,
15164,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",1998,1998,,USA,United States of America,,,FMLE,Female,,
15165,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2000,2000,,USA,United States of America,,,FMLE,Female,,
15166,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2002,2002,,USA,United States of America,,,FMLE,Female,,
15167,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2007,2007,,USA,United States of America,,,FMLE,Female,,
15168,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2009,2009,,USA,United States of America,,,FMLE,Female,,
15169,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2016,2016,,USA,United States of America,,,FMLE,Female,,
15170,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2018,2018,,USA,United States of America,,,FMLE,Female,,
15171,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",1995,1995,,USA,United States of America,,,MLE,Male,,
15172,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",1997,1997,,USA,United States of America,,,MLE,Male,,
15173,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2002,2002,,USA,United States of America,,,MLE,Male,,
15174,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2004,2004,,USA,United States of America,,,MLE,Male,,
15175,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2011,2011,,USA,United States of America,,,MLE,Male,,
15176,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",2013,2013,,USA,United States of America,,,MLE,Male,,
15177,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",1990,1990,,USA,United States of America,,,BTSX,Both sexes,,
15178,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",1992,1992,,USA,United States of America,,,BTSX,Both sexes,,
15179,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",1997,1997,,USA,United States of America,,,BTSX,Both sexes,,
15180,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",1999,1999,,USA,United States of America,,,BTSX,Both sexes,,
15181,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",2006,2006,,USA,United States of America,,,BTSX,Both sexes,,
15182,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",2008,2008,,USA,United States of America,,,BTSX,Both sexes,,
15183,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",2015,2015,,USA,United States of America,,,BTSX,Both sexes,,
15184,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",2017,2017,,USA,United States of America,,,BTSX,Both sexes,,
15185,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",1992,1992,,USA,United States of America,,,FMLE,Female,,
15186,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",1994,1994,,USA,United States of America,,,FMLE,Female,,
15187,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",2001,2001,,USA,United States of America,,,FMLE,Female,,
15188,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",2003,2003,,USA,United States of America,,,FMLE,Female,,
15189,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",2010,2010,,USA,United States of America,,,FMLE,Female,,
15190,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",2012,2012,,USA,United States of America,,,FMLE,Female,,
15191,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",2017,2017,,USA,United States of America,,,FMLE,Female,,
15192,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",2019,2019,,USA,United States of America,,,FMLE,Female,,
15193,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",1996,1996,,USA,United States of America,,,MLE,Male,,
15194,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",1998,1998,,USA,United States of America,,,MLE,Male,,
15195,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",2005,2005,,USA,United States of America,,,MLE,Male,,
15196,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",2007,2007,,USA,United States of America,,,MLE,Male,,
15197,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",2012,2012,,USA,United States of America,,,MLE,Male,,
15198,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",2014,2014,,USA,United States of America,,,MLE,Male,,
15199,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",1991,1991,,USA,United States of America,,,BTSX,Both sexes,,
15200,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",1993,1993,,USA,United States of America,,,BTSX,Both sexes,,
15201,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2000,2000,,USA,United States of America,,,BTSX,Both sexes,,
15202,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2002,2002,,USA,United States of America,,,BTSX,Both sexes,,
15203,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2007,2007,,USA,United States of America,,,BTSX,Both sexes,,
15204,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2009,2009,,USA,United States of America,,,BTSX,Both sexes,,
15205,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2016,2016,,USA,United States of America,,,BTSX,Both sexes,,
15206,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2018,2018,,USA,United States of America,,,BTSX,Both sexes,,
15207,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",1995,1995,,USA,United States of America,,,FMLE,Female,,
15208,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",1997,1997,,USA,United States of America,,,FMLE,Female,,
15209,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2002,2002,,USA,United States of America,,,FMLE,Female,,
15210,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2004,2004,,USA,United States of America,,,FMLE,Female,,
15211,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2011,2011,,USA,United States of America,,,FMLE,Female,,
15212,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2013,2013,,USA,United States of America,,,FMLE,Female,,
15213,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",1990,1990,,USA,United States of America,,,MLE,Male,,
15214,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",1992,1992,,USA,United States of America,,,MLE,Male,,
15215,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",1997,1997,,USA,United States of America,,,MLE,Male,,
15216,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",1999,1999,,USA,United States of America,,,MLE,Male,,
15217,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2001,2001,,USA,United States of America,,,MLE,Male,,
15218,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2006,2006,,USA,United States of America,,,MLE,Male,,
15219,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2008,2008,,USA,United States of America,,,MLE,Male,,
15220,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2015,2015,,USA,United States of America,,,MLE,Male,,
15221,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",2017,2017,,USA,United States of America,,,MLE,Male,,
15222,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",1992,1992,,USA,United States of America,,,BTSX,Both sexes,,
15223,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",1994,1994,,USA,United States of America,,,BTSX,Both sexes,,
15224,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",1996,1996,,USA,United States of America,,,BTSX,Both sexes,,
15225,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2001,2001,,USA,United States of America,,,BTSX,Both sexes,,
15226,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2003,2003,,USA,United States of America,,,BTSX,Both sexes,,
15227,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2010,2010,,USA,United States of America,,,BTSX,Both sexes,,
